"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2007",1453,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2008",1574,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2009",1413,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2010",1404,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2011",1404,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2012",1376,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2013",1365,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2014",1327,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2015",1421.83097191,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2016",1482.22919834,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2017",1600.57655333,
"CAN","PASSTRANSP","RAIL","MLN_PKM","A","2018",1685,"P"
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","1995",8023,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","1996",8111,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","1997",7721,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","1998",7018,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","1999",6957,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2000",7300,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2001",7299,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2002",6597,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2003",6518,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2004",6590,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2005",6667,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2006",6922,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2007",6900,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2008",6803,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2009",6503,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2010",6591,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2011",6714,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2012",7265,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2013",7601,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2014",7797,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2015",8298.112592,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2016",8843.373268,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2017",9497.566454,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2018",10286.019,
"CZE","PASSTRANSP","RAIL","MLN_PKM","A","2019",10930.618,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","1995",4684,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","1996",4621,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","1997",4978,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","1998",5163,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","1999",5113,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2000",5537,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2001",5721,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2002",5754,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2003",5893,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2004",6074,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2005",6136,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2006",6274,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2007",6353,"B"
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2008",6475,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2009",6367,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2010",6577,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2011",6890,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2012",7020,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2013",7076,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2014",6808,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2015",6808,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2016",6653,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2017",6623,
"DNK","PASSTRANSP","RAIL","MLN_PKM","A","2018",6560,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","1995",3184,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","1996",3254,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","1997",3376,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","1998",3377,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","1999",3415,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2000",3405,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2001",3282,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2002",3318,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2003",3338,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2004",3352,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2005",3478,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2006",3540,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2007",3778,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2008",4052,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2009",3876,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2010",3959,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2011",3882,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2012",4035,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2013",4053,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2014",3874,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2015",4113,"B"
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2016",3868,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2017",4271,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2018",4534,
"FIN","PASSTRANSP","RAIL","MLN_PKM","A","2019",4924,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","1995",64444,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","1996",69183,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","1997",71016,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","1998",75175,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","1999",77111,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2000",82253,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2001",84180,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2002",86186,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2003",84151,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2004",88567,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2005",90859,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2006",94590,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2007",96709,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2008",102721,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2009",101821,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2010",102167,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2011",105596,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2012",105956,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2013",105215,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2014",104589,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2015",104849,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2016",104207,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2017",110469,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2018",107920,
"FRA","PASSTRANSP","RAIL","MLN_PKM","A","2019",112614,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","1995",70977,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","1996",71730,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","1997",72403,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","1998",72666,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","1999",73796,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2000",75404,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2001",75754,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2002",71366,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2003",71293,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2004",72879,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2005",76824,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2006",78995,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2007",79107,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2008",82539,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2009",82253,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2010",83886,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2011",85414,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2012",88796,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2013",89615,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2014",90976,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2015",91603,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2016",94197,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2017",95530,
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2018",98161,"P"
"DEU","PASSTRANSP","RAIL","MLN_PKM","A","2019",100015,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","1995",1568,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","1996",1751,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","1997",1812,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","1998",1551,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","1999",1882,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2000",1628,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2001",1797,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2002",1836,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2003",1574,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2004",1669,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2005",1854,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2006",1811,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2007",1930,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2008",1657,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2009",1414,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2010",1337,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2011",958,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2012",832,"E"
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2013",755,"E"
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2014",1072,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2015",1263,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2016",1192,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2017",1109,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2018",1104,
"GRC","PASSTRANSP","RAIL","MLN_PKM","A","2019",1252,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","1995",8336,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","1996",8582,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","1997",8672,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","1998",8884,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","1999",9514,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2000",9693,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2001",10005,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2002",10531,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2003",10286,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2004",10544,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2005",9880,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2006",9584,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2007",8752,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2008",8293,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2009",8073,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2010",7692,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2011",7806,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2012",7806,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2013",7843,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2014",7738,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2015",7609.161,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2016",7653.455,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2017",7730.982,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2018",7769.56,
"HUN","PASSTRANSP","RAIL","MLN_PKM","A","2019",7751.606,
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","1995",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","1996",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","1997",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","1998",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","1999",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2000",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2001",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2002",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2003",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2004",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2005",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2006",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2007",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2008",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2009",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2010",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2011",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2012",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2013",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2014",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2015",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2016",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2017",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2018",,"M"
"ISL","PASSTRANSP","RAIL","MLN_PKM","A","2019",,"M"
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","1995",1291,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","1996",1295,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","1997",1387,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","1998",1421,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","1999",1458,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2000",1389,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2001",1515,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2002",1628,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2003",1601,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2004",1582,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2005",1781,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2006",1872,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2007",2007,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2008",1976,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2009",1683,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2010",1678,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2011",1638,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2012",1578,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2013",1592,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2014",1863,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2015",1917,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2016",1990,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2017",2121,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2018",2281,
"IRL","PASSTRANSP","RAIL","MLN_PKM","A","2019",2399,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","1995",43859,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","1996",44782,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","1997",43591,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","1998",41392,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","1999",43424,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2000",47133,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2001",46752,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2002",45956,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2003",45222,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2004",49254,"B"
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2005",50088,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2006",50185,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2007",49780,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2008",49524,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2009",48124,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2010",47172,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2011",46845,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2012",46759,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2013",48739,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2014",49957,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2015",52207,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2016",52178,"B"
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2017",53231,
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2018",55493,"P"
"ITA","PASSTRANSP","RAIL","MLN_PKM","A","2019",56586,"P"
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","1995",400084,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","1996",402156,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","1997",395278,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","1998",388917,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","1999",385098,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2000",384287,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2001",385402,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2002",382239,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2003",385012,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2004",385163,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2005",391215,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2006",395908,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2007",405544,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2008",404585,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2009",393765,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2010",393466,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2011",395067,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2012",404396,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2013",414387,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2014",413970,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2015",427486,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2016",431799,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2017",437363,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2018",441614,
"JPN","PASSTRANSP","RAIL","MLN_PKM","A","2019",446711,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","1995",43340,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","1996",42439,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","1997",41764,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","1998",44121,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","1999",46851,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","2000",49558,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","2001",59151,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","2002",51929,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","2003",50983,
"KOR","PASSTRANSP","RAIL","MLN_PKM","A","2004",52749,
